1,1,茶道の起源および歴史を簡単に説明すること。
2,2,次の基本動作ができること。[[enter]]ア) お辞儀[[enter]]イ) 襖の開閉[[enter]]ウ) 立ち方、歩き方[[enter]]エ) 帛紗の扱い方[[enter]]オ) 茶器、茶杓のふき方[[enter]]カ) 茶筅通し[[enter]]キ) 茶碗のふき方[[enter]]ク) 茶杓の扱い方
3,3,次の「客の作法」ができること。[[enter]]ア) 席入りの仕方[[enter]]イ) 薄茶、菓子のいただき方[[enter]]ウ) 道具の拝見の仕方
4,4,薄茶の点前ができること。
5,5,野点の設営方法を知ること。
