1,1,基礎的読譜ができること。
2,2,スカウト歌集の中から、30曲以上を正しく歌唱できること。
3,3,歌唱指導のための基礎的指揮ができること。
4,4,日本古来の楽器及び曲について各々3種類以上知ること。
5,5,楽器で任意の楽曲が演奏できること。
6,6,音楽史上重要な作曲家について調べ、その代表作品を鑑賞し、自分の意見・感想等をまとめ、提出すること。
7,7,楽曲の基礎を理解し、1曲以上を創作すること。
