1,1,自分の使っている写真機に応じて次の項目について説明をすること。[[enter]]ア　フィルムカメラの場合[[enter]](ｱ)　フィルム感度と露出、シャッター速度の関係について[[enter]](ｲ)　ネガフィルムとポジフィルムについて[[enter]]イ　デジタルカメラの場合[[enter]](ｱ)　画素数の単位について[[enter]](ｲ)　記憶媒体の種類と特徴について
2,2,露出計の種類を３つ以上挙げ、そのうちの２種類について、その原理と取り扱い上の注意事項を説明すること。
3,3,示された作品5種について、撮影、印画、処理、構図、照明、採光、その他の観点より、批評し優劣の順位をつけること。
4,4,3か月以上の団、隊の活動の写真記録を作成し、団内に発表すること。
5,5,作品を2回以上展示会に出品、または投稿した経験を有すること。
