1,1,音声が電波として放送局から発信されて受信・再生されるまでの原理と、それぞれの装置の大要について説明できること。
2,2,次の事項が説明できること。[[enter]]ア) AM[[enter]]イ) FM[[enter]]ウ) 中波と短波[[enter]]エ) VHF[[enter]]オ) UHF
3,3,低周波電流と高周波電流の特性について簡単に説明できること。
4,4,次の事項について配線図をもとに作用を説明できること。[[enter]]ア) 同調回路[[enter]]イ) 周波数変換回路[[enter]]ウ) 中間周波増幅回路[[enter]]エ) 検波回路[[enter]]オ) 低周波増幅回路[[enter]]カ) 電力増幅回路[[enter]]キ) 整流回路
5,5,トランジスター、ダイオード、IC 等のおもな種類をあげ、それぞれの特性、用途を説明できること。
6,6,市販の部品またはキットによって、ラジオまたはステレオアンプ等を自作し提示すること。
