1,1,電気章に合格すること。
2,2,電話機の構造と、その機能を説明し、正しい取り扱い方と、通話上の常識を心得ていること。
3,3,和文通話表により、電文を送話できるとともに、欧文通話表を用いてアルファベットを言えること。
4,4,外線を所容し得る任意の交換機について、主要部の機能を説明できること。
