1,1,活け花の起源と歴史、様式の変遷を簡単に説明すること。
2,2,指定された花材について、次のことができること。[[enter]]ア) 切り方[[enter]]イ) 水揚げ[[enter]]ウ) 撓め[[enter]]エ) 留め
3,3,自分の流派の基本の花型を用いて3つ以上の作品を提出すること。
4,4,四季の代表的な花材を各々3つ以上あげ、その特徴について述べること。
5,5,活け花の展覧会（花展）等に行って、実際の作品を鑑賞すること。
6,6,作品を2回以上、発表会等に出品した経験を有すること。
