1,1,演劇の起源、歴史を述べること。
2,2,戯曲を読み、その「ねらい」を説明すること。
3,3,日本と外国の「古典」に属する演劇を見て、あら筋とその感想を述べること。
4,4,演劇を成立させるために、どのような役割があり、それぞれにどのような係わりがあるかを説明すること。
5,5,演劇について、次のいずれかの体験をもっていること。（上演時間15分以上）[[enter]]ア) 主題を選び脚本を創作する。[[enter]]イ) 与えられた脚本に従い、演出または舞台監督をする。[[enter]]ウ) 配役の1人として出演する。[[enter]]エ) 美術・衣装・照明・音響のいずれかをプラン、あるいはオペレートする。
