1,1,その地方にすむ鳥類10種以上の名称、形態、習性を知ること。（渡り鳥を含む）
2,2,鳥類の保護、禁猟期及び、禁猟区についての法規を知ること。
3,3,農業及び林業に害を与える昆虫、雑草の種、または野ネズミなどを捕獲、駆除する鳥類について、その10種以上の名称、形態、色彩、生態、分布を簡単に記述した表を作成すること。
4,4,3つの異なる生息地（野原、林野、農地、沼沢、川岸など）のそれぞれにおいて、1種以上の鳥の生態を観察し、写真またはスケッチを付した観察記録を作成すること。
