1,1,班長または次長（ベンチャースカウトの場合は議長またはチーフ）として、6か月以上、隊運営に携わる。
2,2,班の係（ベンチャースカウトの場合は隊または活動グループ）において、それぞれの役割について説明できる。
3,3,他のスカウトの進級に向けて、スカウト技能を指導する。
4,4,傾聴について知り、仲間の意見を理解する。
5,5,コミュニケーションに関する書籍を読み、自分の意見を隊長と話し合う。
