1,1,100m以上離れた2点で手旗の送受信ができる。
2,2,号笛または旗を用いたモールス信号で10文字程度の文章の送受信ができる。
3,3,追跡記号を10種以上覚える。
4,4,300m以上の距離に追跡記号を設置し班員を誘導する。
5,5,救難信号の種類と使い方を説明する。
