1,1,次の内、4種以上を選んで作品を作ること。[[enter]]ア) ペン[[enter]]イ) 水彩[[enter]]ウ) 鉛筆[[enter]]エ) パステル[[enter]]オ) 油彩[[enter]]カ) テンペラ[[enter]]キ) その他
2,2,自分の好きな画家または絵画について知り、文章にまとめ提出すること。
3,3,作品を2回以上展覧会に出品、または投稿した経験を有すること。
