1,1,工作材料としてのわらの良否を見分ける要点を説明できること。
2,2,手作業でわら縄をなえること。
3,3,次のいずれか3種類について自作品を提示すること。[[enter]]ア) むしろ[[enter]]イ) かます[[enter]]ウ) 米俵[[enter]]エ) わら草履[[enter]]オ) わらじ[[enter]]カ) わら靴[[enter]]キ) みの[[enter]]ク) しめ飾り
