1,1,パトローリングの正しい方法と、その意味を説明する。
2,2,ハイキングの装備携行品一覧表を作成する。
3,3,ハイキングで観察物を3種類以上スケッチする。
4,4,地球にやさしい野外活動をするために、ハイキングで何ができるかを説明できる（アウトドアコード）。
5,5,道に迷ったときの対処の方法を説明できる。
6,6,ハイキングで野帳をつけ、またその野帳によって略地図を作る。
7,7,ハイキングに適切な服装、雨具、靴について説明できる。
8,8,自然環境を利用した天気の予測ができる。
